	Marker - Bat Handle			Marker - Bat Hands			Marker - Bat COM			Marker - Bat Top Cap			Marker - Bat Bottom Cap			Virtual Marker - End of Bat			Virtual Marker - Center of Bat		
	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
Index	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series
220	-407.255615	386.006287	1181.48645	-419.669891	573.020813	1510.03186	-421.592285	667.221252	1679.979004	-432.606506	783.33374	1897.217773	-479.038025	725.178711	1922.852051	-455.822266	754.256226	1910.034912	-431.53894	570.131287	1545.760742
221	-409.814758	386.477966	1181.761963	-421.210327	573.526428	1510.2948	-422.700897	667.716675	1680.27771	-433.160553	783.872131	1897.50415	-479.731506	725.868591	1923.188232	-456.446045	754.870361	1910.346191	-433.130402	570.674194	1546.054077
222	-412.362915	386.957031	1182.045532	-422.749817	574.039795	1510.561401	-423.803864	668.214844	1680.582153	-433.715088	784.408264	1897.799927	-480.419617	726.553101	1923.5271	-457.067352	755.480652	1910.663574	-434.715149	571.218872	1546.354614
223	-414.892273	387.443176	1182.335815	-424.288696	574.558716	1510.832275	-424.901855	668.716248	1680.892578	-434.268951	784.94104	1898.104614	-481.102417	727.230591	1923.868652	-457.685669	756.085815	1910.986572	-436.288971	571.764526	1546.661255
224	-417.397644	387.935486	1182.630737	-425.826813	575.080383	1511.108398	-425.996033	669.22113	1681.208496	-434.820892	785.469849	1898.41687	-481.779297	727.89978	1924.212891	-458.300079	756.684814	1911.314819	-437.848846	572.31012	1546.972778
225	-419.876862	388.432709	1182.928955	-427.363922	575.601807	1511.390625	-427.087524	669.729248	1681.529541	-435.370178	785.994507	1898.735352	-482.449127	728.560059	1924.559692	-458.909668	757.277283	1911.647583	-439.39325	572.85498	1547.288208
226	-422.329956	388.933716	1183.22876	-428.899841	576.120789	1511.679565	-428.177673	670.240051	1681.855591	-435.916626	786.515747	1899.059082	-483.110504	729.211304	1924.909058	-459.51358	757.863525	1911.984131	-440.921753	573.398621	1547.606445
227	-424.75885	389.437805	1183.528564	-430.434631	576.63623	1511.975342	-429.267578	670.753052	1682.187134	-436.460358	787.034546	1899.387817	-483.762939	729.853943	1925.261719	-460.111633	758.444275	1912.324707	-442.435242	573.94104	1547.926636
228	-427.167297	389.944824	1183.827148	-431.968658	577.147888	1512.277954	-430.358276	671.267883	1682.524658	-437.001282	787.552124	1899.720825	-484.40686	730.488159	1925.618286	-460.704071	759.020142	1912.669556	-443.935699	574.482483	1548.248413
229	-429.559814	390.455078	1184.124146	-433.502502	577.656555	1512.587036	-431.450775	671.78479	1682.868774	-437.538788	788.068787	1900.058105	-485.043518	731.114441	1925.980347	-461.291168	759.591614	1913.019287	-445.425476	575.023315	1548.571655
230	-431.941467	390.969116	1184.420044	-435.03656	578.163757	1512.901245	-432.545471	672.304321	1683.219238	-438.071777	788.584534	1900.39917	-485.673981	731.733643	1926.349609	-461.872894	760.159058	1913.37439	-446.907166	575.564087	1548.897217
231	-434.317139	391.487061	1184.716675	-436.57074	578.671265	1513.219849	-433.641174	672.826538	1683.575073	-438.598755	789.098877	1900.743408	-486.299042	732.346741	1926.727661	-462.448914	760.722778	1913.735596	-448.383026	576.104919	1549.226074
232	-436.690674	392.008911	1185.016602	-438.104492	579.180542	1513.542236	-434.735352	673.350586	1683.934204	-439.118195	789.610962	1901.09021	-486.919067	732.955139	1927.116211	-463.018646	761.28302	1914.103271	-449.854645	576.645935	1549.559937
233	-439.063599	392.53476	1185.322388	-439.63736	579.692749	1513.86853	-435.824951	673.875427	1684.295288	-439.628601	790.119324	1901.438721	-487.534241	733.560425	1927.516602	-463.581421	761.839905	1914.477661	-451.32251	577.187317	1549.900024
234	-441.435242	393.065491	1185.636475	-441.168335	580.208008	1514.198608	-436.907501	674.400208	1684.657349	-440.128967	790.622314	1901.788574	-488.144409	734.16394	1927.929565	-464.136688	762.393127	1914.859131	-452.78595	577.729309	1550.247803
235	-443.803528	393.6026	1185.960327	-442.695557	580.725037	1514.533081	-437.980835	674.924133	1685.019897	-440.619202	791.118591	1902.13916	-488.749146	734.767334	1928.355103	-464.684174	762.942993	1915.24707	-454.243835	578.272766	1550.603638
236	-446.166199	394.147522	1186.293945	-444.217285	581.242554	1514.872681	-439.043091	675.44635	1685.38269	-441.099792	791.607422	1902.491089	-489.348114	735.371399	1928.792236	-465.223969	763.48938	1915.641724	-455.695099	578.818481	1550.967896
237	-448.521698	394.701294	1186.636719	-445.732635	581.760559	1515.218384	-440.092621	675.965759	1685.744995	-441.571686	792.088745	1902.844971	-489.941193	735.976624	1929.239502	-465.756439	764.032654	1916.042236	-457.139069	579.367004	1551.339478
238	-450.869476	395.263947	1186.987793	-447.241943	582.280884	1515.570801	-441.128662	676.481445	1686.105957	-442.035614	792.562988	1903.202026	-490.528381	736.58252	1929.69458	-466.282013	764.572754	1916.448364	-458.575745	579.918335	1551.71814
239	-453.209808	395.835083	1187.346558	-448.746338	582.806641	1515.930786	-442.151367	676.992676	1686.464722	-442.492065	793.031311	1903.56311	-491.109436	737.187866	1930.154297	-466.800751	765.109558	1916.858765	-460.00528	580.472351	1552.102661
240	-455.543823	396.414063	1187.71228	-450.246429	583.340454	1516.298462	-443.16156	677.498718	1686.821167	-442.940948	793.494995	1903.928955	-491.683899	737.790649	1930.615112	-467.312439	765.642822	1917.272095	-461.428131	581.028442	1552.492188
241	-457.873962	397.000061	1188.083862	-451.740692	583.882751	1516.673218	-444.160278	677.999207	1687.175293	-443.381744	793.955078	1904.299316	-492.250916	738.389038	1931.074341	-467.816315	766.172058	1917.686768	-462.845123	581.58606	1552.885254
242	-460.203369	397.592102	1188.459839	-453.226074	584.431885	1517.053955	-445.148163	678.49353	1687.528076	-443.813782	794.412231	1904.673096	-492.809998	738.9823	1931.530762	-468.31189	766.697266	1918.101929	-464.257629	582.144653	1553.280884
243	-462.534912	398.189301	1188.838745	-454.699219	584.985168	1517.438477	-446.125519	678.980957	1687.880005	-444.236664	794.867432	1905.049927	-493.360962	739.570679	1931.984253	-468.798828	767.219055	1918.51709	-465.66687	582.704163	1553.677856
244	-464.869995	398.79071	1189.219849	-456.157837	585.53949	1517.825439	-447.092499	679.46051	1688.231934	-444.650574	795.321289	1905.42981	-493.903625	740.154419	1932.435303	-469.2771	767.737854	1918.932495	-467.073547	583.264282	1554.076172
245	-467.208252	399.395416	1189.602661	-457.600342	586.091492	1518.213623	-448.0495	679.931519	1688.585083	-445.055878	795.774536	1905.813721	-494.437378	740.733643	1932.884277	-469.746613	768.254089	1919.348999	-468.477448	583.824768	1554.47583
246	-469.547974	400.002533	1189.987793	-459.026062	586.637207	1518.602539	-448.997253	680.393494	1688.940552	-445.452698	796.226563	1906.203003	-494.961609	741.307983	1933.331055	-470.207153	768.767273	1919.76709	-469.877563	584.384888	1554.877441
247	-471.88678	400.61145	1190.376343	-460.434875	587.171997	1518.991943	-449.936707	680.846252	1689.299927	-445.841125	796.676514	1906.599243	-495.47583	741.877686	1933.775635	-470.658478	769.2771	1920.1875	-471.272644	584.944275	1555.28186
248	-474.221863	401.221741	1190.769531	-461.827118	587.691589	1519.381592	-450.869324	681.289856	1689.665161	-446.220978	797.122742	1907.00354	-495.97998	742.443237	1934.217651	-471.100494	769.782959	1920.610596	-472.661163	585.50238	1555.690063
249	-476.550323	401.833252	1191.168091	-463.2034	588.192993	1519.771606	-451.7966	681.724365	1690.037842	-446.591522	797.56311	1907.416504	-496.473938	743.005188	1934.656738	-471.532715	770.28418	1921.036621	-474.041534	586.058716	1556.102295
250	-478.869171	402.446045	1191.571777	-464.564819	588.674805	1520.162109	-452.720215	682.15033	1690.419922	-446.952179	797.99585	1907.837769	-496.957947	743.563721	1935.093262	-471.955078	770.779785	1921.465576	-475.412109	586.612915	1556.518677
251	-481.175568	403.060486	1191.980225	-465.912598	589.137024	1520.553101	-453.641632	682.568604	1690.812988	-447.302979	798.420166	1908.266602	-497.432465	744.11853	1935.528198	-472.367737	771.269348	1921.897461	-476.771667	587.164917	1556.938843
252	-483.467804	403.676819	1192.392578	-467.24826	589.581421	1520.944214	-454.561462	682.980286	1691.218018	-447.644592	798.836609	1908.702637	-497.897827	744.669312	1935.963013	-472.77121	771.752991	1922.332764	-478.119507	587.714905	1557.362671
253	-485.74585	404.295349	1192.80835	-468.573059	590.011597	1521.334473	-455.479004	683.386353	1691.634766	-447.977631	799.246094	1909.144897	-498.353821	745.214722	1936.399048	-473.16571	772.230408	1922.771973	-479.45578	588.262878	1557.790161
254	-488.011292	404.916656	1193.227539	-469.888428	590.432739	1521.723022	-456.392822	683.788391	1692.06189	-448.301819	799.649231	1909.592163	-498.799713	745.753296	1936.837646	-473.550781	772.701233	1923.214966	-480.781036	588.80896	1558.221313
255	-490.266113	405.541321	1193.650146	-471.195923	590.850098	1522.11084	-457.300659	684.188782	1692.497437	-448.616821	800.046265	1910.042603	-499.234467	746.283264	1937.279907	-473.925659	773.164734	1923.661255	-482.095886	589.353027	1558.65564
256	-492.512024	406.170166	1194.076904	-472.497192	591.269287	1522.49939	-458.200104	684.590454	1692.938354	-448.92215	800.437683	1910.494873	-499.657013	746.802979	1937.727051	-474.289581	773.620361	1924.110962	-483.400787	589.895264	1559.093994
257	-494.749878	406.803741	1194.508423	-473.794556	591.696777	1522.891113	-459.088654	684.995911	1693.382324	-449.217255	800.824402	1910.947876	-500.066254	747.311096	1938.179688	-474.641754	774.067749	1924.563843	-484.695801	590.43573	1559.536133
258	-496.979553	407.442261	1194.94519	-475.090149	592.138428	1523.287964	-459.9646	685.406616	1693.827026	-449.501648	801.207764	1911.400879	-500.460968	747.807495	1938.638672	-474.981323	774.507629	1925.019775	-485.980438	590.974915	1559.982422
259	-499.199951	408.085327	1195.387695	-476.384521	592.598145	1523.69165	-460.827209	685.823181	1694.271118	-449.77478	801.589233	1911.853271	-500.840912	748.293335	1939.104248	-475.307861	774.941284	1925.47876	-487.253906	591.513306	1560.433228
260	-501.408752	408.7323	1195.835938	-477.676575	593.077393	1524.104004	-461.676575	686.245422	1694.713623	-450.036072	801.969849	1912.305298	-501.206818	748.770874	1939.57666	-475.62146	775.370361	1925.94104	-488.515106	592.051331	1560.888428
261	-503.603577	409.382446	1196.290039	-478.963776	593.575317	1524.526978	-462.513123	686.672729	1695.153809	-450.285339	802.349976	1912.757568	-501.559723	749.241577	1940.055908	-475.922516	775.795776	1926.406738	-489.763031	592.589111	1561.348389
262	-505.782501	410.035583	1196.749756	-480.243744	594.090332	1524.962769	-463.337585	687.104431	1695.591675	-450.523071	802.729126	1913.210938	-501.901215	749.70697	1940.542114	-476.212128	776.218079	1926.876465	-490.997314	593.126831	1561.81311
263	-507.944916	410.6922	1197.214844	-481.515198	594.62146	1525.412842	-464.150848	687.540039	1696.026978	-450.750397	803.106506	1913.66626	-502.234802	750.170288	1941.035522	-476.492615	776.638367	1927.350952	-492.21875	593.665283	1562.282959
264	-510.091522	411.353241	1197.684692	-482.777832	595.168335	1525.877441	-464.953583	687.979309	1696.459839	-450.968658	803.480835	1914.124023	-502.565369	750.63623	1941.536133	-476.767029	777.058533	1927.830078	-493.42926	594.205872	1562.757446
265	-512.223572	412.019714	1198.158325	-484.031921	595.730347	1526.355469	-465.746216	688.421936	1696.890381	-451.178528	803.851074	1914.584473	-502.896179	751.109009	1942.043091	-477.037354	777.480042	1928.313843	-494.630463	594.749878	1563.236084
266	-514.341797	412.692261	1198.634155	-485.278015	596.305908	1526.845703	-466.529297	688.868164	1697.319824	-451.380493	804.216431	1915.047241	-503.227661	751.59021	1942.554077	-477.304077	777.90332	1928.800659	-495.822937	595.297791	1563.717407
267	-516.446472	413.370605	1199.111084	-486.516785	596.893188	1527.346802	-467.303711	689.31897	1697.749634	-451.575073	804.577026	1915.511719	-503.558685	752.079895	1943.067017	-477.566864	778.328491	1929.289307	-497.006653	595.849548	1564.200195
268	-518.537842	414.054016	1199.587646	-487.748169	597.489075	1527.858032	-468.070435	689.775635	1698.182007	-451.762604	804.932983	1915.977417	-503.887512	752.576416	1943.580933	-477.825073	778.7547	1929.779175	-498.181458	596.404358	1564.683472
269	-520.616272	414.741516	1200.0625	-488.972748	598.090088	1528.378662	-468.8302	690.23999	1698.619263	-451.944122	805.285034	1916.443726	-504.211609	753.076904	1944.095337	-478.077881	779.180969	1930.269531	-499.347076	596.961243	1565.166016
270	-522.682251	415.43219	1200.534912	-490.192169	598.693115	1528.907471	-469.583252	690.71344	1699.062988	-452.121338	805.634155	1916.910889	-504.528107	753.577393	1944.610596	-478.324738	779.605774	1930.760742	-500.50351	597.518982	1565.647827
271	-524.736145	416.125458	1201.004639	-491.408691	599.296143	1529.443237	-470.329315	691.196411	1699.514404	-452.295959	805.981567	1917.37915	-504.835114	754.075195	1945.127319	-478.565552	780.028381	1931.253296	-501.650848	598.076904	1566.128906
272	-526.779053	416.820648	1201.47229	-492.623291	599.897339	1529.984497	-471.067596	691.687744	1699.973511	-452.469452	806.328613	1917.848633	-505.13266	754.57074	1945.646484	-478.801056	780.449646	1931.747559	-502.79007	598.635132	1566.609863
273	-528.812927	417.51709	1201.939331	-493.834473	600.493408	1530.528687	-471.796753	692.184021	1700.439697	-452.642822	806.67627	1918.319702	-505.421997	755.066284	1946.169067	-479.03241	780.871277	1932.244385	-503.922668	599.194214	1567.091919
274	-530.84021	418.213837	1202.407227	-495.038025	601.079407	1531.072388	-472.515137	692.67981	1700.911011	-452.816193	807.025452	1918.792603	-505.703796	755.563965	1946.69519	-479.26001	781.294678	1932.743896	-505.05011	599.754272	1567.575562
275	-532.86377	418.909546	1202.877686	-496.228882	601.649658	1531.611572	-473.221497	693.169495	1701.386108	-452.988678	807.376587	1919.266724	-505.976807	756.063416	1947.223633	-479.482727	781.720032	1933.245117	-506.173248	600.314758	1568.061401
276	-534.886108	419.602905	1203.352661	-497.402466	602.199951	1532.14209	-473.915344	693.648987	1701.86377	-453.158417	807.729248	1919.740723	-506.238495	756.5625	1947.752686	-479.698456	782.145874	1933.746704	-507.292297	600.87439	1568.549683
277	-536.907959	420.292969	1203.833374	-498.555817	602.728882	1532.660522	-474.597382	694.116821	1702.34375	-453.323029	808.082458	1920.213135	-506.486938	757.06012	1948.280884	-479.904968	782.571289	1934.246948	-508.406464	601.432129	1569.040161
278	-538.927979	420.979736	1204.321289	-499.687592	603.237427	1533.164551	-475.268494	694.573181	1702.826416	-453.480469	808.434814	1920.682129	-506.722809	757.557434	1948.80835	-480.101624	782.996155	1934.745239	-509.514801	601.987915	1569.533203
279	-540.943359	421.663696	1204.817749	-500.798096	603.728088	1533.65332	-475.929657	695.019165	1703.312256	-453.629181	808.78479	1921.146851	-506.949493	758.058228	1949.336426	-480.289337	783.421509	1935.241577	-510.616364	602.542603	1570.029663
280	-542.950256	422.346039	1205.324463	-501.888672	604.203735	1534.128296	-476.581787	695.456299	1703.801758	-453.768494	809.13147	1921.606689	-507.171326	758.567017	1949.867432	-480.46991	783.849243	1935.737061	-511.710083	603.097656	1570.530762
281	-544.94519	423.028381	1205.843018	-502.961121	604.66748	1534.591919	-477.225708	695.886108	1704.29541	-453.898529	809.474243	1922.062256	-507.391235	759.086426	1950.403198	-480.644867	784.280334	1936.232666	-512.795044	603.654358	1571.037842
282	-546.925598	423.712189	1206.374268	-504.016846	605.121582	1535.047607	-477.862366	696.310547	1704.793335	-454.019653	809.813416	1922.514771	-507.609314	759.615906	1950.943848	-480.814484	784.714661	1936.729248	-513.870056	604.21344	1571.551758
283	-548.890869	424.398071	1206.917603	-505.056519	605.567505	1535.498657	-478.492371	696.731567	1705.2948	-454.131683	810.14917	1922.965454	-507.82254	760.150818	1951.488159	-480.977112	785.150024	1937.226807	-514.934021	604.774048	1572.072144
284	-550.842957	425.085205	1207.471069	-506.080261	606.006042	1535.947998	-479.116028	697.150818	1705.798706	-454.233704	810.482056	1923.415161	-508.026245	760.684448	1952.033569	-481.129974	785.583252	1937.724365	-515.98645	605.334229	1572.597778
285	-552.785034	425.771851	1208.03125	-507.088348	606.437317	1536.398315	-479.733368	697.56958	1706.303589	-454.32489	810.812866	1923.864868	-508.216797	761.210022	1952.577515	-481.270844	786.011475	1938.221191	-517.027954	605.891663	1573.126221
286	-554.719788	426.45636	1208.594604	-508.081085	606.861816	1536.851318	-480.344177	697.989014	1706.80835	-454.404999	811.142822	1924.315186	-508.392242	761.7229	1953.118164	-481.398621	786.432861	1938.716675	-518.059204	606.444641	1573.65564
287	-556.649292	427.13739	1209.157715	-509.059204	607.280212	1537.307861	-480.948059	698.410034	1707.312012	-454.474243	811.472656	1924.766357	-508.551575	762.220215	1953.654053	-481.512909	786.846436	1939.210205	-519.081116	606.991882	1574.18396
288	-558.575928	427.813538	1209.717529	-510.02356	607.694092	1537.767944	-481.543945	698.83313	1707.814087	-454.532806	811.80188	1925.217896	-508.694366	762.702026	1954.184814	-481.613586	787.251953	1939.701416	-520.094727	607.532776	1574.709473
289	-560.503113	428.48291	1210.271484	-510.974915	608.105774	1538.230591	-482.130066	699.257935	1708.313599	-454.580597	812.129272	1925.669067	-508.821411	763.170166	1954.710205	-481.700989	787.649719	1940.189575	-521.102051	608.066345	1575.230591
290	-562.433899	429.143372	1210.817017	-511.914124	608.518677	1538.694824	-482.704498	699.683228	1708.809448	-454.617218	812.453857	1926.119141	-508.93399	763.627319	1955.230835	-481.775604	788.040588	1940.674927	-522.104736	608.59198	1575.745972
291	-564.3703	429.793518	1211.352173	-512.842224	608.936707	1539.159546	-483.265656	700.107666	1709.301025	-454.642548	812.774658	1926.567993	-509.033081	764.074951	1955.746582	-481.837799	788.424805	1941.157227	-523.104065	609.109131	1576.254639
292	-566.313354	430.432434	1211.875244	-513.760559	609.363464	1539.625	-483.812592	700.529968	1709.787842	-454.656616	813.091675	1927.015747	-509.119293	764.513428	1956.257568	-481.887939	788.802551	1941.636597	-524.100647	609.617493	1576.755981
293	-568.262756	431.059845	1212.385864	-514.670654	609.801819	1540.091675	-484.34494	700.94928	1710.269775	-454.659424	813.405029	1927.463501	-509.193695	764.94342	1956.764404	-481.926575	789.174194	1942.114014	-525.094666	610.117004	1577.249878
294	-570.215332	431.676514	1212.884888	-515.573975	610.253601	1540.561035	-484.862946	701.365295	1710.747559	-454.651459	813.714844	1927.912476	-509.25766	765.365479	1957.268311	-481.954559	789.540161	1942.590332	-526.084961	610.608337	1577.737671
295	-572.16394	432.284271	1213.374756	-516.471436	610.720093	1541.034912	-485.367279	701.778076	1711.221802	-454.633514	814.02179	1928.363525	-509.312317	765.780151	1957.770752	-481.972931	789.90094	1943.067139	-527.06842	611.09259	1578.220947
296	-574.096436	432.886169	1213.859741	-517.36438	611.201782	1541.515137	-485.858551	702.187866	1711.693359	-454.606232	814.325989	1928.817383	-509.357758	766.188171	1958.272827	-481.981995	790.25708	1943.545044	-528.039246	611.571594	1578.702393
297	-575.998108	433.486145	1214.344849	-518.253418	611.698303	1542.003296	-486.337402	702.594482	1712.163086	-454.570282	814.627686	1929.273926	-509.393219	766.589478	1958.774658	-481.98175	790.608582	1944.024292	-528.989929	612.047363	1579.18457
298	-577.856873	434.087738	1214.834229	-519.138672	612.207825	1542.500488	-486.804382	702.997437	1712.631714	-454.526093	814.927307	1929.733032	-509.418121	766.984192	1959.276123	-481.972107	790.95575	1944.504517	-529.91449	612.521729	1579.669434
299	-579.665955	434.693665	1215.331177	-520.019043	612.727173	1543.006714	-487.260132	703.396484	1713.099487	-454.474457	815.225891	1930.194214	-509.432556	767.372803	1959.7771	-481.953522	791.299316	1944.985718	-530.809753	612.99646	1580.158447
300	-581.423645	435.305298	1215.83728	-520.892517	613.251709	1543.52063	-487.705139	703.791443	1713.566772	-454.416504	815.52478	1930.656738	-509.437286	767.755493	1960.277954	-481.92688	791.640137	1945.467285	-531.675293	613.472717	1580.652222
301	-583.131897	435.922974	1216.353516	-521.756409	613.776489	1544.040039	-488.139709	704.182373	1714.03418	-454.353424	815.825317	1931.119751	-509.433807	768.133057	1960.779907	-481.893616	791.979187	1945.949829	-532.512756	613.951111	1581.151733
302	-584.794983	436.546265	1216.880371	-522.608032	614.296387	1544.562378	-488.56427	704.569519	1714.501953	-454.28595	816.128235	1931.582886	-509.423798	768.507324	1961.28418	-481.854889	792.317749	1946.433594	-533.324951	614.432007	1581.656982
303	-586.418457	437.173706	1217.417603	-523.44519	614.807739	1545.085327	-488.979126	704.953125	1714.970947	-454.214447	816.433594	1932.045532	-509.408447	768.880432	1961.791748	-481.811432	792.657043	1946.918579	-534.114929	614.915405	1582.168091
304	-588.008667	437.80365	1217.965332	-524.267151	615.308716	1545.607544	-489.384247	705.333252	1715.442139	-454.138763	816.74054	1932.507813	-509.387787	769.254517	1962.302246	-481.763275	792.997559	1947.405029	-534.885986	615.400574	1582.685181
305	-589.572327	438.434082	1218.523682	-525.073608	615.799072	1546.128418	-489.779205	705.709839	1715.916016	-454.058441	817.047852	1932.96936	-509.360657	769.630615	1962.814819	-481.709564	793.339233	1947.89209	-535.64093	615.886658	1583.207886
306	-591.115417	439.062927	1219.092163	-525.865173	616.279541	1546.648071	-490.16391	706.083374	1716.393066	-453.973206	817.354736	1933.42981	-509.326111	770.009033	1963.328857	-481.649658	793.681885	1948.379272	-536.382507	616.372437	1583.735718
307	-592.642334	439.688416	1219.670654	-526.642517	616.751648	1547.167725	-490.538544	706.454468	1716.873413	-453.883026	817.660522	1933.88916	-509.28418	770.390503	1963.843994	-481.583618	794.025513	1948.866577	-537.112976	616.856934	1584.268555
308	-594.155457	440.309296	1220.258301	-527.406799	617.217163	1547.688477	-490.903168	706.823608	1717.356934	-453.787933	817.964966	1934.347534	-509.234863	770.77533	1964.360474	-481.511383	794.370178	1949.354004	-537.833435	617.339722	1584.806152
309	-595.655579	440.925232	1220.85376	-528.159058	617.677917	1548.21167	-491.25766	707.190735	1717.84314	-453.687897	818.267212	1934.805664	-509.176697	771.162476	1964.878418	-481.432312	794.714844	1949.842041	-538.543945	617.820068	1585.3479
310	-597.142273	441.536194	1221.455078	-528.900024	618.13562	1548.738037	-491.601776	707.555298	1718.331055	-453.582672	818.566223	1935.264282	-509.107086	771.549194	1965.397339	-481.344879	795.057739	1950.330811	-539.243591	618.296936	1585.892944
311	-598.61438	442.142059	1222.061157	-529.629639	618.591309	1549.267456	-491.935364	707.916687	1718.819702	-453.471527	818.860596	1935.724487	-509.023163	771.932861	1965.916138	-481.247345	795.396729	1950.820313	-539.930847	618.769409	1586.440796
312	-600.070007	442.742676	1222.670532	-530.346924	619.045288	1549.799072	-492.258362	708.274597	1719.307861	-453.35318	819.148804	1936.187134	-508.922333	772.310791	1966.433228	-481.137756	795.729797	1951.310181	-540.603882	619.236206	1586.990356
313	-601.506958	443.33783	1223.281982	-531.050232	619.497192	1550.331909	-492.570862	708.628906	1719.7948	-453.225647	819.429199	1936.652588	-508.803314	772.681946	1966.947388	-481.014496	796.055542	1951.800049	-541.260742	619.696655	1587.541016
314	-602.922852	443.927368	1223.894531	-531.73822	619.946655	1550.865234	-492.872742	708.979736	1720.279663	-453.086029	819.700684	1937.119873	-508.667328	773.047485	1967.45813	-480.876678	796.374084	1952.289063	-541.89978	620.150696	1588.091797
315	-604.315796	444.51123	1224.506958	-532.410156	620.39325	1551.398804	-493.163269	709.327271	1720.761841	-452.93103	819.961914	1937.58667	-508.518036	773.411011	1967.966309	-480.724518	796.686462	1952.776489	-542.520142	620.598816	1588.641724
316	-605.684814	445.089355	1225.118286	-533.06604	620.836914	1551.932739	-493.44104	709.671143	1721.240723	-452.757935	820.212524	1938.049927	-508.359955	773.776611	1968.472534	-480.55896	796.994568	1953.26123	-543.121887	621.041931	1589.189697
317	-607.030457	445.661865	1225.727661	-533.706299	621.277283	1552.466675	-493.704773	710.010986	1721.716309	-452.565155	820.451904	1938.50647	-508.195892	774.146484	1968.977417	-480.380524	797.299194	1953.741943	-543.705505	621.48053	1589.734741
318	-608.353638	446.228699	1226.334595	-534.331055	621.713867	1552.999756	-493.95401	710.347168	1722.189087	-452.351898	820.680115	1938.953735	-508.025604	774.519104	1969.479736	-480.188751	797.599609	1954.216675	-544.271179	621.914185	1590.275635
319	-609.655457	446.789673	1226.939575	-534.940308	622.146118	1553.531128	-494.189056	710.68042	1722.65979	-452.118011	820.897583	1939.390381	-507.845795	774.889771	1969.977173	-479.981903	797.893677	1954.683716	-544.818665	622.341675	1590.811646
320	-610.937256	447.344543	1227.543457	-535.53418	622.573608	1554.059814	-494.410919	711.011841	1723.128906	-451.863922	821.104858	1939.81604	-507.652557	775.253174	1970.467285	-479.75824	798.179016	1955.141602	-545.347778	622.76178	1591.342529
321	-612.200256	447.893005	1228.147339	-536.112915	622.99585	1554.585938	-494.620575	711.34198	1723.596558	-451.590698	821.303101	1940.230469	-507.443939	775.606201	1970.948608	-479.517334	798.454651	1955.5896	-545.858765	623.173828	1591.86853
322	-613.445068	448.434814	1228.752319	-536.676575	623.412354	1555.109375	-494.818634	711.670776	1724.062378	-451.299988	821.493469	1940.633667	-507.221619	775.950195	1971.421387	-479.260803	798.721802	1956.027588	-546.352966	623.578308	1592.389893
323	-614.671753	448.969849	1229.359131	-537.225464	623.822632	1555.630005	-495.005402	711.997437	1724.525757	-450.993774	821.677246	1941.026367	-506.990234	776.289917	1971.887329	-478.992004	798.983582	1956.456909	-546.831848	623.976746	1592.908081
324	-615.880371	449.498047	1229.96814	-537.759949	624.226624	1556.147461	-495.180939	712.321167	1724.986206	-450.673981	821.855774	1941.409302	-506.755493	776.632019	1972.349243	-478.714722	799.243896	1956.879272	-547.297546	624.370972	1593.423706
325	-617.071167	450.019379	1230.579224	-538.28064	624.624573	1556.661743	-495.345581	712.641357	1725.44397	-450.342163	822.030884	1941.783936	-506.522339	776.982056	1972.809692	-478.432251	799.50647	1957.296753	-547.751709	624.762939	1593.937988
326	-618.244629	450.533997	1231.192505	-538.788818	625.017456	1557.172974	-495.499817	712.957642	1725.899048	-449.999817	822.20459	1942.151245	-506.293335	777.342407	1973.27002	-478.146576	799.773499	1957.710571	-548.195618	625.153748	1594.451538
327	-619.401367	451.042358	1231.808105	-539.286133	625.406738	1557.682373	-495.644287	713.269775	1726.351685	-449.648041	822.37915	1942.512695	-506.067993	777.71228	1973.730713	-477.858002	800.045715	1958.121704	-548.6297	625.544006	1594.964844
328	-620.542358	451.545105	1232.426514	-539.774292	625.794556	1558.19104	-495.779724	713.577637	1726.802368	-449.288605	822.557129	1942.869995	-505.843262	778.087891	1974.19043	-477.565948	800.32251	1958.530273	-549.054138	625.933838	1595.478394
329	-621.668579	452.043152	1233.048096	-540.254028	626.182495	1558.699829	-495.907043	713.88147	1727.251831	-448.923584	822.740601	1943.224731	-505.613892	778.463196	1974.647217	-477.268738	800.601868	1958.936035	-549.468628	626.32251	1595.992065
330	-622.780945	452.537415	1233.673218	-540.725342	626.571411	1559.208496	-496.026733	714.181641	1727.700562	-448.555328	822.930786	1943.579102	-505.373169	778.830933	1975.098633	-476.964233	800.880859	1959.338867	-549.87262	626.709106	1596.505981
331	-623.88092	453.028625	1234.301514	-541.186951	626.961182	1559.716431	-496.138672	714.478271	1728.148071	-448.186249	823.12854	1943.934082	-505.11377	779.183289	1975.542603	-476.649994	801.155945	1959.738281	-550.265442	627.092285	1597.019897
332	-624.969116	453.517029	1234.931885	-541.637207	627.35083	1560.222534	-496.241974	714.771484	1728.593628	-447.818665	823.334717	1944.290649	-504.829956	779.514526	1975.977905	-476.32431	801.424622	1960.134277	-550.646729	627.470825	1597.533081
